,createtime,creator_qq,creator_name,creator_isVip,dissid,dissname,listennum
272,2020-05-04,2979842415,桃Tao音乐志,2,7550239884,BLACKPINK粉墨热门合集,8950296
273,2020-05-21,1376635539,九命相柳,0,7533895317,『精选』评论999+的欧美电音,12270895
274,2017-08-10,3079672397,良辰美景,2,2968769762,90后的独家记忆，那些熟悉的旋律,58899348
275,2018-07-28,1152921504616406706,音乐收藏家,0,2662576743,经典老歌 | 港台留声机,13195564
276,2020-09-13,3501290598,攒一口袋星星.,0,7418885152,庆幸你来自远方，不知道我的过往,5138660
277,2017-01-22,1915863670,他,0,851247569,90  流行粤语歌曲，触动了几代人的青春,13869519
278,2019-10-21,1839990389,诱宁,2,7263627232,王者荣耀战歌 : 激昂电音助你上分,31693720
279,2019-05-17,1152921504828095219,你真可爱,0,6799285383,此生不再打扰，愿彼此安好,55308330
280,2017-08-10,2826947545,Forever /,2,2372393267,500首灵动纯音相伴，刷题时光不分神,8496960
281,2020-08-24,1666326482,薄许烟一缕.,0,7689291689,怀旧：70后KTV必点金曲,3118312
282,2020-06-26,2050886006,六芒星果汁,0,6523463681,【欧美】沉浸式体验，抖腿上天曲,6966163
283,2017-07-12,2952151955,春小麦,2,2370564961,「600首粤语经典」那些承载记忆的旋律,16085855
284,2018-01-29,1759591760,阿兮同学,2,3632445059,古风情书：听一宿梵唱，许一世柔情,36613291
285,2016-10-20,454859488,包子,2,3227993387,编辑推荐｜一人一首代表作歌曲大赏,32110037
286,2020-08-24,1152921504955343328,玛卡巴卡,0,7644033765,声音撩到停不下来的欧美金曲,6413437
287,2020-08-07,3040826845,Q音企鹅,0,7665912238,纯音乐解压；来自钢琴的舒缓曲,2587563
288,2020-07-22,184154657,Warmstill,0,7647302065,我记得你爱过我的模样，怎么忘掉,35143879
289,2020-10-30,2030402442,Oblivion.¹³¹⁴,0,7764540209,儿时童趣，都藏在追过的动画片里,549949
290,2020-07-15,1517576176,未名.,0,7418168722,[情感片段] .每首都是一个故事,11524886
291,2020-05-14,1152921504959047737,九秀,0,7563283734,易燃易爆炸 | 跟着我Carry全场,5921010
292,2017-08-31,3050999021,淡白的阳光,2,1177324425,YouTube史上最快达到5亿播放量的100首MV,17672785
293,2017-01-17,431971379,两处相思同淋雪，,2,3517857779,500首轻音收集 ：学渣听了也想考北大,41388244
294,2020-10-17,1152921504851751471,暖暖,0,7751926161,港风｜粤语里风吹过的时代,925095
295,2020-11-25,1367363703,迪迦,2,7793258888,钟情粤语：聆听港乐金曲,1821158
296,2017-09-12,482219519,K先生的猫,2,3580467773,挪威的森林！摇滚诗人伍佰精选集,6436419
297,2019-12-17,2297095896,景随风,7,7342928643,老歌旋律在耳旁，回不去的旧时光,53782591
298,2020-07-07,2801538142,鹿尔,0,4113642601,【王者迷快来】听出自信即是巅峰,3684704
299,2020-11-12,1006172694,羡之,0,7778677729,【伤感片段】破碎的爱情无法挽回,1498356
300,2020-10-26,3427724427,北川同学,0,7760859347,伤感片段 | 到最后只是相识一场,5349711
301,2015-06-16,449218160,933。,2,767884408,香港神级作曲人作品合辑,18843285
302,2020-09-22,1801230394,☾⋆ 雨悸,0,7587384504,【伤感片段】从前都是 美好的,2027309
303,2018-10-03,2692156904,孟冬,2,4866581249,20部豆瓣高分韩剧OST合集,7629589
304,2017-12-14,1367363703,迪迦,2,1790504159,青春记忆 | 90后校园岁月的流行歌曲,332260645
305,2020-09-26,1229731572,Ace君莫浪、,0,7727178135,那些佳味入境的“神级”Live,2281798
306,2020-06-25,945187827,念安娜,2,7613947098,剪辑必备｜抖音最热BGM合辑,19908731
307,2020-09-12,3427724427,北川同学,0,7708476550,催泪100% | 我们的爱早已蒸发,34562672
308,2017-11-28,1367363703,迪迦,2,1788820091,校园青葱岁月 : MP3时代的必备歌曲,86075874
309,2020-07-31,332876,13号港口,0,5332230914,欧美丨节奏感超强❤️热门BGM,6797980
310,2020-11-09,945187827,念安娜,2,7776057030,8090回忆杀｜回不去的叫青春,3019864
311,2020-10-01,1346006378,/ 砕城瑣倳 /,0,7732846385,伤感向｜真的遗忘就是连心都死了,946043
312,2020-09-07,2361270536,ৡৢ落 尘ৡৢ,0,7708405568,回忆｜九零后耳熟能详的音乐记忆,2924264
313,2020-09-06,2957221357,呵,0,7706568796,车载音乐：一路狂飙，嗨到天亮,1823131
314,2020-02-25,1938962203,喜欢独处,0,7440997510,清澈童声 | 被宝贝儿萌住了心,9023626
315,2020-11-09,1723037030,影视专区官方账号,0,7751686027,START-UP 韩剧OST,681561
316,2020-09-20,2979842415,桃Tao音乐志,2,7721463898,动漫ACG｜燃烧吧我的中二魂,1323843
317,2020-07-05,411047551,WLDd..,0,7627127271,【听韩团音乐】pick本命团,3320281
318,2020-04-02,1143565332,天青色等不来你,0,7504804133,励志 | 坚持逐梦，不负光阴,4303158
319,2017-02-08,2455175706,胸毛少女,2,2652083001,百首值得静听老歌：我被青春撞了下腰,131727817
320,2018-04-05,2135713128,Soundwave,0,3783755614,00后动画片主题曲——动画片又开始啦！,10293200
321,2020-08-29,2779560835,李怼怼,0,7696704118,甜度100%:已收到你的恋爱讯号,3808672
322,2016-07-22,2590820558,、叶 落,2,3223527609,KTV点唱率超高的华语金曲,15528899
323,2016-11-02,3052396255,且听风吟,2,2339014155,【经典】回味记忆中的内地流行启蒙金曲,8974340
324,2017-07-12,2766689457,one day,2,2966940631,「深情粤语」惊艳了耳膜，温柔了岁月,11113916
325,2019-06-17,3212139410,欢脱小兔牙七柒,2,7043214437,缘分淡了，我们终究敌不过时间,38768200
326,2016-11-24,1220667525,安多,2,2341852814,粤语金曲：似酒般时光流逝愈发香醇,22863055
327,2020-03-05,2104363541,瞄准°（暂退哦）,0,7149783625,治愈纯音乐 | 所遇皆温柔 ♡ ,12657246
328,2017-07-12,2107448067,妮酱,2,2966940831,歌声永存，致敬beyond经典,12400318
329,2020-09-28,1152921505036041771,玖九9丶,0,7729163155,华语经典 | 重拾90后的青春记忆 ,3349608
330,2020-08-15,1152921505040905258,hiby,0,7677966290,聆听经典粤语老歌，回味旧日回忆,11965351
331,2020-04-15,2564690668,贩卖星球、,0,7521828223,深度睡眠 | 来自灵魂的浅唱,2382068
332,2020-05-06,345211567,Li供养,0,7552769936,张口就爱上，这些翻唱火爆全网,21463392
333,2020-08-07,287610585,九离,0,7666219226,伤感华语｜深夜一个人的悲伤,26307174
334,2017-08-10,3480319694,[ 承蒙时光不弃 ],2,2067204233,华语流行KTV必点金曲,94370218
335,2020-08-16,2836337885,ㅤ,0,7673177442, 失落歌单｜她说过不会骗我 ,13084034
336,2020-10-18,927364891,发酵,0,7753190502,[游戏战歌]高燃节奏开黑必备,1187226
337,2020-04-17,492180382,音巢阿呆,7,7519315701,DJ车载嗨曲推荐 | 持续更新,54601228
338,2020-09-07,2044232402,Palpitate.,0,7569781987,【失恋】哪首歌最刺痛你的心,1481532
339,2016-11-24,3013762077,👉社会你大姐👈,0,2935317436,蒙面唱将猜猜猜【全集】,8794280
340,2020-08-28,1152921504969333469,莹火虫,0,7695177222,百个伤感，有没戳到你心中回忆？,20412260
341,2020-07-01,1562596275,风筝从云里来,0,7594729500,祁隆丨百姓心中的亲民歌王,3234718
342,2020-04-15,2283047426,难赴清河.,0,7500523777,优质片段：抬头所见，尽是温柔。,5623821
343,2020-06-05,2845093106,顾玖儿.,0,7590322091,余韵悠长 · 萨克斯纯音乐大全,3566302
344,2019-08-29,1152921504912084704,Sunday,0,7178979179,王者专属！上分必听BGM,14105408
345,2017-07-12,2466494164,乖宝小兔儿,2,2065383379,「林夕+黄伟文」金牌作词人，巅峰作品赏,8491368
346,2020-09-17,1926566586,奶粉傲😘,0,6132955871,经典老歌｜滚石经典 留念当年,8147588
347,2017-02-23,3531334299,叫思念不要吵,2,3552637530,《歌手》现场打动人心的歌曲,2885716
348,2020-11-06,945187827,念安娜,2,7772286665,最经典｜那些压箱底的华语老歌,7797622
349,2017-06-18,931905769,陈哲,2,3566830427,经典国语300首：等待也是种乐观态度,418256782
350,2020-10-14,2437932705,Hugo 雨果,0,7748524913,「伤感」我们终究还是错过了,691867
351,2020-12-04,1152921504969333469,莹火虫,0,7803161503,学习 | 纯音 | 助刷题100分必备,176341
352,2020-04-14,1834936922,顾怀安,2,7517834004,经典怀旧：来自95后的粤语情结,15916872
353,2020-09-09,1811930154,Mamba,0,7709682667,华语经典丨浴室麦霸必点金曲,21439200
354,2020-06-10,1834936922,顾怀安,2,7344552081,伤感片段：我们应该不会再见了,32178517
355,2018-02-28,77734432,Xie Eric,0,1414981002,BIGBANG精选,8105102
356,2019-06-25,2827745225,智能算法大师,2,7060352945,钢琴纯音 | 宝贝快睡觉吧,3003386
357,2020-12-04,3413833718,腾讯音乐人,3,7803122183,冬日点歌台：好心情每天照常营业,48575
358,2020-08-01,1295613126,小林ovo,0,7647309493,「王者荣耀」上分必备热门BGM,3780337
359,2020-05-26,1152921504868526893,K,0,7536389763,华语摇滚｜百团精选邂逅宝藏乐队,3798476
360,2020-11-20,1946857276,听她迂回,0,7574241116,单依纯｜纯心相依，永不单行,6732517
361,2019-08-26,2641188037,冲向KTV,0,7174020835,怀旧经典 | 这些老歌你听过几首？,11927602
362,2020-12-01,1152921504782159287,Carbine,0,7800289269,某日起，故乡再无春秋也无夏。,49976
363,2017-03-11,571909234,Seve7n Day Rock,2,2051746512,游戏高燃BGM：别拦着我，我要上战场,50449852
364,2017-07-12,2048587391,?Boom?,2,1168817293,「跑步音乐」蒸发汗水的活力节奏,7691974
365,2017-03-31,1245280330,花痞,2,861218535,400位华语民谣歌手，一人一首入耳曲,66497067
366,2020-04-14,3410958418,小海螺,0,7522198562,抖音热门 | 最新国语热歌精选,140692259
367,2020-08-21,1479974596,我百发百中ﻉ.,0,7686391783,ROSÉ朴彩英，四季温柔不如你,1111573
368,2020-10-23,2896444587,温柔,0,7757000582,KTV珍藏｜80/90后怀旧经典老歌,1057980
369,2017-07-26,2046224093,心如刀割,2,1769768332,「欧美」听一遍就会跟着和的英文歌,116653392
370,2017-04-29,1257702551,Ava.H,2,1124917552,咖啡馆·静谧悠闲的造物者,18090089
371,2020-06-05,452775188,还不是因为你长得不好看,2,7590418564,赵雷：不随潮流的势头去附和,8138494
372,2020-09-06,2638819171,王亚鹏,0,7707299180,伤感片段｜可惜没有如果,20304860
373,2020-03-10,2366812118,幸福的小麻花,2,7467921334,麦霸：收下这份免费下载的KTV金曲,12580122
374,2020-11-25,2185430030,winner,2,7793416142,雨ヽ声｀柔软ヽ做一场采样的梦,131789
375,2020-05-27,1526977475,2％✔,0,3614772046,ACG | 火爆的动漫主题曲精选,5947882
376,2020-07-16,184154657,Warmstill,0,7640173696,疏远不一定是讨厌，或许是太喜欢,17899153
377,2020-10-09,2134718135,‭遇浩,0,7743623034,伤感合集 | 有人疼才有资格闹,970464
378,2020-09-06,2638819171,王亚鹏,0,7707333775,神仙翻唱 | 竟然比原唱好听系列,3112878
379,2019-08-10,1973492956,chase,0,2629573829,[平成主题曲全]假面骑士,4759551
380,2020-09-27,3470650733,沐恩,0,7728644076,伤感片段：总有一瞬间悲凉,8086631
381,2020-08-27,2799305121,roses_are_rosie,0,7693675046,南韩超火女团：燃爆全场只需三秒,1323154
382,2019-08-27,942973835,今日起消灭歌荒,0,7174017502,华语老歌  | 一个80后眼波里的经典,19188235
383,2020-02-24,644431062,扑通大机灵,0,7441184789,洗脑DJ神曲，入耳就停不下来！,10783171
384,2017-03-29,544169694,１'s   ヽ,2,1983842486,百首单曲循环听不腻的经典英文歌曲,104147920
385,2020-06-08,1152921504814420484,张西西,0,7593440504,记忆里的青春｜90后回忆录歌单,2552928
386,2020-08-26,318522630,✎ℳ๓冷雨✾,0,7639582386,伤感片段：我们也许不会再见了,1074694
387,2020-10-04,1152921504680359795,香菇,0,7737281089,经典老歌Dj 睡什么觉，起来嗨啊,1022192
388,2020-04-17,1834936922,顾怀安,2,7468556138,时光故事汇：回放95后的那些年,23443784
389,2020-04-10,2629955098,温文,0,7515885075,爱过后，终究一人熬过低谷,2208235
390,2017-08-10,1185847270,汤圆儿,2,874673168,「韩国女团」韩饭必收的人气代表作,16008196
391,2017-07-12,3543584387,Lio_seven,2,2966940476,「华语」喜欢林俊杰的186个理由,35582852
392,2020-10-27,2286443537,你的小韩吖,0,7761620435,丧 | 孤独且深情易上瘾,975033
393,2019-08-06,1600189472,HDM Fans,2,6938777666,Carnival：投放舞池的躁动引擎,14299921
394,2019-08-14,2286023713,瞎扯乐团指挥官,0,7153532902,大学自习室 · 若有安静纯音相伴,2401073
395,2019-11-06,2839713938,​,0,7171876874,跌跌撞撞奔向你却又不得已离开你,13017757
396,2020-09-17,945187827,念安娜,2,7718266717,抖音热门｜便利店里常放的歌,49705068
397,2020-07-10,359513022,槿凉薇浅,0,7404199684,伤感丨可惜还是到不了最后了,6941742
398,2020-09-02,1474926692,THiwang,0,7702268807,伤感情歌 | 来不及牵住你的手,4403757
399,2019-12-17,2949109278,Magic,0,7344070915,『王者carry』荣耀之路你我并肩,5834396
400,2020-11-29,2756589227,峪果,0,7797109673,※唱片店特供※ 健胃消忧片♬ ,63732
401,2020-07-16,3174948857,留恋夕阳与她,0,7639772721,「古风」浮生若梦，为欢几何,5818811
402,2020-10-16,1749913494,天天天天天天天蓝,0,7715815293,阿悠悠丨旧梦一场，空离散,809275
403,2014-12-03,330948883,H.Jade勺子,0,1632363509,张学友30年十大金曲,19775648
404,2020-07-31,1366486942,縂鉰の囧rz,0,4176633716,「硬核战歌」无电音丨不游戏,1814085
405,2020-06-09,1506498837,Breath,0,7594912510,心跳加速！做梦都想哼的神仙歌曲,6558475
406,2018-07-17,2437910260,谜一般的年轻人,2,4213000588,西西弗书店的英文歌单列表,5795529
407,2020-10-16,987674549,小众又怎样,0,7749323780,睡前纯音：灿烂星空是宇宙的温柔,2630338
408,2019-10-21,2532239618,筑梦师,2,7252366497,经典老歌 │ 重温80后怀旧老歌,22922436
409,2020-09-08,3105755826,知足常乐🍰,0,7478361377,爱情十有九悲，愿你是他的偏爱！,13930067
410,2019-06-28,2958026496,个性化特供,0,7060353064,DJ丨苏荷酒吧夜店电音舞曲,28689801
411,2016-10-20,2467299540,音乐贵族,2,825608302,经典情歌，唱出男人最深沉的爱,54773669
412,2020-04-30,3556539790,林兔,0,7534235192,巅峰人气｜快手最火国风歌曲,5386519
413,2017-08-10,3050999021,淡白的阳光,2,1169458964,「国语怀旧」情感在老歌里沉淀,62965985
414,2020-08-13,2276943843,锥生零,0,7675729844,伤感片段 | 时间和我都是罪人,53476649
415,2020-06-13,1834936922,顾怀安,2,7595409313,伤感片段：快乐就到此为止吧,51294828
416,2020-06-08,2225251691,温冬（沐凡家）,0,7593082970,纯音乐：适合学习时听的音乐,6501083
417,2016-12-03,304513351,岸浪情拍,2,1140056433,陈奕迅：用我的歌来治愈你的伤口,15388225
418,2017-09-11,2742568821,Zona,2,1178813856,每个人心里都住着一首李宗盛,11182947
419,2020-08-26,211856498,骚君,0,7400391821,精神小伙2.0╱BGM,4762105
420,2017-07-12,2105165064,水手怕水,2,2065383442,「粤语」回味叱咤乐坛的经典,29464650
421,2019-09-11,1327537429,拯救不开心,0,7198809344,英语流行 | 最想分享给你的英文歌,20387844
422,2020-07-08,2037943503,熊猫听歌,0,7630303474,抖音新热门｜萦绕在耳边的旋律,95979974
423,2020-08-16,261740698,🦁云水月琪🌟,0,7679101873,交警小姐姐说控制车速 交出歌单,6444266
424,2017-10-17,446570770,夜色很好,2,845447312,EDM百大电音风暴节奏点燃全场,15626188
425,2018-09-11,349915071,梅内斯,2,4713458141,宋冬野：才华横溢的孤独回响,17494751
426,2020-03-26,864758248,一封情书给自己,0,7489569642,纯音乐400首丨绝伦旋律 美妙动听,11557412
427,2020-10-04,312051938,小明同学,0,7737374038,K-POP｜超好听的女团热歌榜,705736
428,2020-01-29,3449929622,Not serious兔姬,0,7275679373,纯音乐（助眠）轻音乐,8176055
429,2017-08-10,3050275225,温酒伴月落,2,2372393474,粤听粤有味，首首动听,16017199
430,2020-09-19,1152921505036041771,玖九9丶,0,7719975222,粤语怀旧 | 少时回忆录,968754
431,2020-03-17,1022543731,热文案,2,7478458286,盘点短视频中最火的dj全收录,76859939
432,2020-04-22,2297095896,景随风,7,7529982138,华语经典｜九十年代盛行的歌曲,47462328
433,2020-08-14,2303204713,蓝莓 Cake,0,7677288159,抖音快手热歌 | BGM弄潮儿,31032933
434,2020-09-25,3122137481,MYANSWER♡,0,7726712921,伤感｜你听，这是我心碎的声音,919251
435,2020-06-15,3521089778,墨九,0,7602241849,车载DJ丨无拘无束，潇洒自由,26861274
436,2017-07-26,3050342203,秋名山神车手,2,1769768734,「许嵩·徐良·汪苏泷」青涩校园回忆,31389613
437,2020-06-08,1186252579,一凡,0,7328043306,90后回忆杀 : 落了尘的青春,13685024
438,2017-08-03,1264619163,づ—³搁浅✧٩,0,1533954251,日语 丨 耳机炸裂的ACG动漫,3297852
439,2020-07-30,1756465016,知音♥️,0,7656736228,经典老歌｜岁月留痕 老歌入耳,6263884
440,2016-10-20,1437733414,Neru,0,2001766549,听到请回答1988,13859040
441,2020-07-17,498877906,狗贼,0,7641951227,华语杂货铺：哪首是你的单曲循环,4045497
442,2020-09-20,2487348299,亦凡人,0,7721265208,网红神曲！藏在耳机里的免费热歌,3921473
443,2020-06-29,1152921504842294771,走心了吗,0,7619490291,『华语催泪』音乐谱写爱情的心酸,35250812
444,2020-09-22,3228873416,Fairy°,0,7722993772,经典老歌 | 有些人 错过就不在,13151170
445,2020-09-16,1152921504680359795,香菇,0,7717321230,男生KTV必唱，定Hold住全场,4089524
446,2020-09-21,2692933108,祖祥友,0,7709384434,毛不易|全原创线上演唱会,1937541
447,2020-04-15,545722971,我等等。,0,7523039275,「下班了」累了就听这些DJ吧,19649855
448,2020-06-10,3410958418,小海螺,0,7595699555,催眠纯音 | 5分钟快速入睡,2856825
449,2020-04-23,2749180238,违规女孩,0,7534184810,韩宝仪 | 优美的歌声回味无穷,5513619
450,2020-10-22,1448991181,小熊🧸,0,7740475151,伤感片段｜夜晚又归于沉寂,882332
451,2019-06-18,987036132,北辰,3,7013795380,十年之后，还有这些歌让人感动,66229090
452,2020-07-01,1194382398,梅雨西子,0,7621260008,华语金曲｜一人一首历久珍存,7931388
453,2019-08-25,3051014474,Star°,0,6874399440,【游戏】 逆风翻盘carry全场,73371405
454,2020-02-27,1214673117,小攀哟,2,7445971221,华语经典：总有一首值得回忆,12548893
455,2016-11-15,3051328048,南巷旧事,2,3235982757,一个00年代的记忆—周杰伦,27038028
456,2020-08-20,2587278206,喵喵君仙998.47亿 次播放,0,7685428955,华语Live | 动听歌喉，实力演绎,7149637
457,2016-12-13,473509726,Harry,2,2643652402,回头率最高的50首手机铃声,121644288
458,2020-09-26,312051938,小明同学,0,7728306458,[K-POP]韩国人气女团精选集,2142312
459,2019-11-04,1152921504885597952,Sy.Fantcalty,0,7284391365,回忆录丨90后MP3里的华语金曲,8436799
460,2017-06-27,452775188,还不是因为你长得不好看,2,3267831137,华语流行｜大热古装电视剧主题歌曲精选,14491917
461,2020-10-07,1152921504995533015,Amy.🦄💯💗,0,7670237952,欧美 | 唤醒内心的挚爱旋律,848626
462,2017-07-12,3153936651,随风,2,1170414179,全球顶级配乐公司：90％电影音乐来源,18127927
463,2020-05-26,1028213864,ShiTou,0,3632971993,全能GAI | 中国风说唱,7326598
464,2020-09-13,94496928,愚者∮,0,7714814311,节奏控：致敬巅峰，掌控全局！,1828205
465,2020-09-10,2622902656,Cx330,0,7710790978,伤感片段丨你总是一个人,2636114
466,2020-09-11,2238290812,鸢尾花,0,7712151915,100首治愈钢琴曲: 聆听心之呼唤,1653100
467,2018-07-25,2185430030,winner,2,4225669584,“今晚蹦迪，跟你妈说不回家了”,117386900
468,2020-10-26,510713626,牵手,0,7738271179,90情怀：分别多年 你依然在我心,931033
469,2020-10-29,945187827,念安娜,2,7763332525,放松心情｜抖音BGM大赏,6526854
470,2020-07-20,1480302867,音频怪物㏒.,0,7643196950,华语伤感｜不爱热闹，却害怕孤独,6947356
471,2017-07-07,3243519651,硬八天,0,1160561614,中文dj歌曲,60916682
472,2020-09-13,3347214090,長安不再安,0,4237350138,伤感片段/她抛弃我了,7921096
473,2020-07-02,492180382,音巢阿呆,7,7557877888,忘掉原唱，实力派的炸裂翻唱现场,2382233
474,2020-07-11,1262377137,离妄.,0,7634235394,怀旧粤语:时光流逝 流金岁月,6412396
475,2020-09-05,2861103164,Music周峰,0,7706188164,经典怀旧丨90后值得一听的老歌,1869158
476,2020-09-03,874295245,KoalaSong,0,7701432908,既然青春留不住，不如听懂李宗盛,3702564
477,2020-04-02,2441957085,你要听神马鸭？,0,7375111385,华语伤感 ：泪流不止，只因想你,25939818
478,2020-03-25,2660746954,乔冷,0,7489904419,快手 · 100首最新最热歌曲大全,69949876
479,2020-07-08,1346006378,/ 砕城瑣倳 /,0,7630816485,『绝至超燃』使颓废的你涅槃重生,4222631
480,2017-08-10,2105165064,水手怕水,2,2067205540,「怀旧经典」记忆里的老歌,23249246
481,2020-05-02,3288965316,江不婉,0,7541757351,【上单必备】实力对抗超燃bgm,9353252
482,2020-09-15,78523596,TOP1,0,7716758621,【打游戏必备】节奏掌控操作拉满,3785811
483,2019-03-13,408080999,晓,0,6800944944,劲爆嗨曲中文dj舞曲,261271768
484,2020-08-31,3435454191,你的名字,0,7692492503,终究是一个人的兵荒马乱,2107256
485,2017-07-12,3469298161,夏花流年,2,1167624138,「欧美经典」感受时光从耳边划过,15384890
486,2017-07-19,931905769,陈哲,2,3571370344,Eason粤语歌集：世上还赞颂沉默吗？,13763458
487,2020-03-09,1498030674,星野一,2,7464361720,踩点狂魔丨剪辑类UP必备核爆神曲,5351077
488,2017-12-28,478695379,DJ顾念晨,3,3618261996,十年之约 | QQ飞车手游找回青春的记忆,71222303
489,2020-09-02,1441268565,迷雾,0,7657956467,如果词不达意 就把爱藏心里,5451548
490,2020-01-20,1756632996,挽歌.,0,2584444065,伤感纯音乐 | 孤独是世界的海,3153600
491,2017-08-10,3050361411,古耐moon,2,1169458971,「纯音乐」一曲古筝，一杯禅茶,27189035
492,2020-09-09,1945851593,行走的荷尔蒙,0,7709684645,抖音热播 | 瞬间心动的神仙歌曲,38785045
493,2020-09-15,1273179433,稍等一下～,0,7713574197,国风BGM｜再听已是曲中人,28506883
494,2020-10-09,2220117658,H.S,0,7669151966,轻音乐睡觉听』身处黑暗心向光明,726456
495,2020-04-26,3207482839,心动输入中,0,7526534989,BGM：游戏前热身，就待重拳出击,6362293
496,2019-12-10,2789599771,、,0,7334499605,抑：/熬不完的夜，听不完的歌,3377595
497,2020-07-18,2565763957,放下我的小熊.,0,7642714418,深夜不能听的歌曲:伤感催泪100%,3449225
498,2017-08-10,2153342769,花开半夏,2,3571076617,「流行经典」怀旧老歌，不忘初心,30904986
499,2020-05-17,2860356086,book思议.,0,7567066822,世人醉，醉生梦死一世情,26693909
500,2020-09-28,2749180238,违规女孩,0,7729725985,我们的歌 | 共赴一场视听盛宴,1116353
501,2019-11-10,2848355117,Sky,0,7194652332,流行 | 释放压力时必备歌单,1867287
502,2020-07-23,1152921504681001855,必胜🤟,0,7648080331,100首经典老歌，70后的年少时代,9381056
503,2020-10-04,2530177008,南辞.,0,7737565418,蹦迪神曲:音乐一开 全场最嗨,2287565
504,2019-12-09,2949109278,Magic,0,7321683771,深夜DJ | 悲伤使我们懂得了微笑,57687195
505,2017-01-05,2290582155,龍十七,2,2347518021,陈奕迅最让人感动的30句经典歌词,34725093
506,2020-10-17,1006172694,羡之,0,7751121402,【经典老歌】父母青年时代的记忆,934570
507,2016-12-29,2473134961,小沐沐,2,1143222476,300首经典纯音乐，听完手机内存不足！,110951588
508,2020-04-24,2297095896,景随风,7,7532638952,华语经典｜八十年代盛行的歌曲,5921264
509,2020-05-29,2329985298,小柒,0,7581185662,抖音精选：听一遍就沦陷的歌,47592707
510,2020-03-27,748973522,SPZn.,0,7444070908,节奏控福利！那些好听的欧美歌✨,3915778
511,2020-11-03,1367363703,迪迦,2,7769343580,一人一首 | 90后的校园青春回忆,3982639
512,2020-05-09,1269856819,忆丶戈,0,7556761989,半吨兄弟丨少一斤都唱不出这感觉,19106055
513,2020-09-22,1522531377,PC12138,0,7724053235,「粤语」我唱得不够动人你别皱眉,6181591
514,2020-04-16,3401476771,呐！darling！！！,0,3745605683,欧美 ‖ 金曲，魔幻音流穿梭耳畔,9595503
515,2020-10-10,1152921504862524917,心近♡自然良,0,7744006805,3D环绕舞曲｜酒吧夜店摇摆嗨爆,1843419
516,2020-09-30,2779560835,李怼怼,0,7715672717,『片段翻唱』陷入温柔暮色里,6361108
517,2017-06-05,20138652,Katharsis,2,1467620008,不做游戏做音乐？拳头的音乐不归路,7417712
518,2020-07-21,930222472,七苒.,0,7626256621,听一首甜甜情歌，攒一世界甜蜜,4682575
519,2020-04-20,844944770,所追寻的笑卿风,0,7501113678,「超燃bgm」该我上场表演了,5756237
520,2020-10-15,3428053255,卖了能换糖,0,7731262650,"谁需要你
谁才不会再次离开你",1192723
521,2020-01-23,402847407,枪&玫瑰骑士,0,6938324478,黑胶发烧人声试音碟,3874521
522,2020-09-21,743649289,你是我唯恐不惊的惊鸿,0,7659984479,失望片段:不想接着失望…,1022067
523,2020-02-17,318043788,XG💨,0,7428567527,世纪精品｜韶华易逝，经典依旧,4328583
524,2020-06-28,1873182795,尔听°,0,7618204333,古风戏腔｜水袖一起，唱尽相思,3577690
525,2017-09-22,2623475870,kuby,2,884992922,快去睡觉！听完忍不住打哈欠的八音盒纯音,14662301
526,2018-11-25,980501289,原色 🌸,0,3845046171,那些年90后的流行歌,17698119
527,2020-09-08,1152921504866441712,困倦᭄ꦿ,0,7214548955,伤感片段:夜里一个人多好啊,39019102
528,2020-07-02,1152921504669842695,永远年轻,0,7603571723,民歌荟萃 | 经典之声，源远流长,2419450
529,2020-05-15,945187827,念安娜,2,7564237722,学习必备：抖音热歌精选（持更）,65738210
530,2019-11-12,2103461797,随꙰你꙰所꙰喜꙰°,2,7295085088,曲终人散，再无我们,22315071
531,2020-10-08,2865784778,是软甜吖,0,7742139811,华语经典｜记忆中的80年代，怀旧,808376
532,2020-04-21,361077359,芒果先生,0,4654790463,飘然入声 | 李健的神仙Live集,4038710
533,2020-04-14,3077344505,精彩华辉,0,2368859101,再也没有我的打扰，你应该很快乐,11667338
534,2019-08-08,1282452564,稼轩,0,7142609344,国产说唱｜这才是中国rapper,12098708
535,2020-10-03,3101284558,沐沐.,0,7736151361,庄心妍：为何再见只是陌生人,1871355
536,2020-09-18,1152921504811855350,他还会想我吗,0,7664229393,『伤感片段』我和他的故事结束了,2734842
537,2020-05-14,3519517922,腼腆酱,0,7562359096,抖音超热中文歌，不好听算我输,77121743
538,2019-12-19,2901886982,凑凑好次,0,7337450623,伤感情歌 │ 我欠你个好好的道别,1567504
539,2020-06-27,1052253506,Yerl樱野,0,7616975444,流行rap:温柔的旋律和tempo,3609635
540,2020-05-03,2374133080,LANNÉ,0,7547480694,中文说唱 | 节奏中感受潮流,7040017
541,2017-05-04,975235364,太俗。,2,2058943165,民谣集：20岁时变成了一个用故事下酒的人,20054167
542,2020-10-05,691797091,伯豪Bohao,0,7738615882,伤感片段:你还爱她吗？,19038531
543,2019-11-28,2543140050,秋边,0,7175125768,《游戏神曲》挑战自我 决战巅峰,7785249
544,2016-12-07,975845106,你还是看不见我 ,0,2642739832,那一年，属于90后的青春,30902627
545,2017-07-26,3053996478,神乐酱,2,3269004699,「经典」属于中老年人的回忆歌曲,13587874
546,2017-06-20,374763385,书童,2,2369367927,跑步热单：听完只想绕着操场跑200圈 ！,67053831
